Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Welcome Family Restaurant,New Delhi,"Shop 1962/1, Arya Samaj Road,  Near Sabzi Mandi, Narela, New Delhi",Narela,77.0895081,28.85510345,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Al Bake,New Delhi,"Shop 7, 57, Manjusha Building, Nehru Place, New Delhi",Nehru Place,77.252055,28.5489159,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,38,India
Americana Kitchen and Bar,New Delhi,"Shop 5, Ground Floor, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,77.2509774,28.5501583,"American, Tex-Mex, Italian, Mexican, North Indian",1900,Indian Rupees(Rs.),Yes,No,No,3,2.8,Orange,Average,105,India
Bawa Snacks Corner,New Delhi,"G 4, Skyline House 85, Nehru Place, New Delhi",Nehru Place,77.2541182,28.548633,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,11,India
Bhimsain's Bengali Sweet House,New Delhi,"4, Kundan House, Near Overseas Bank, Nehru Place, New Delhi",Nehru Place,77.2515162,28.5478786,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",450,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Cafe Coffee Day,New Delhi,"Shop 2, Plot 70, The Great Eastern Center, Nehru Place, New Delhi",Nehru Place,77.2531326,28.5490183,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,13,India
Cafe Coffee Day,New Delhi,"101-104, Ist Floor, Dinar Bhavan, Nehru Place, New Delhi",Nehru Place,77.2507978,28.549693,Cafe,450,Indian Rupees(Rs.),No,Yes,No,1,3.0,Orange,Average,38,India
Dolce Gelato,New Delhi,"Ground Floor, Modi Towers, Nehru Place, New Delhi",Nehru Place,77.2524142,28.5478742,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,1,3.2,Orange,Average,9,India
Domino's Pizza,New Delhi,"7, Satyam Complex, Nehru Place, New Delhi",Nehru Place,77.2510672,28.5501668,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,71,India
Gopala,New Delhi,"G-4A/56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,77.2523434,28.5484867,"North Indian, Street Food",150,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,12,India
New Punjabi Khana,New Delhi,"1st Floor, 103 & 104, Pragati House, Nehru Place, New Delhi",Nehru Place,77.2528555,28.5486641,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,8,India
New Vishal Corner,New Delhi,"G-4, Vishal Building 95, Nehru Place, New Delhi",Nehru Place,77.252055,28.5482884,"North Indian, Street Food, Fast Food",250,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,14,India
Punjabi Khana,New Delhi,"G-8, Eros Apartment 56, Nehru Place, New Delhi",Nehru Place,77.2531326,28.5492872,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,14,India
Rajshree,New Delhi,"G-4, 44, Dinaar Bhawan, Satyam Cinema, Nehru Place, New Delhi",Nehru Place,77.2509473,28.5491128,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,11,India
Snack Junction,New Delhi,"G-5, 56, Eros Apartments, Nehru Place, New Delhi",Nehru Place,77.2522346,28.5485744,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,27,India
Sona,New Delhi,"53-54, 1st Floor, Goverdhan House, Nehru Place, New Delhi",Nehru Place,77.251606,28.5483354,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,29,India
Southy,New Delhi,"15, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,77.250474,28.549901,South Indian,450,Indian Rupees(Rs.),No,Yes,No,1,2.5,Orange,Average,94,India
The First Floor,New Delhi,"Building 58, 1st Floor, Sahyog Bhavan, Nehru Place, New Delhi",Nehru Place,77.2526836,28.5487963,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.1,Orange,Average,14,India
Hype,New Delhi,"S-1, American Plaza, Eros Hotel, Nehru Place, New Delhi",Nehru Place,77.2498998,28.5498766,"Finger Food, Italian, Middle Eastern",4700,Indian Rupees(Rs.),No,No,No,4,3.7,Yellow,Good,142,India
McDonald's,New Delhi,"Shop 1, Plot 45, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,77.251157,28.5501754,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,177,India
New Punjabi Khana,New Delhi,"G-7/35-36, Aggarwal Bhawan, Nehru Place, New Delhi",Nehru Place,77.250708,28.5490569,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,104,India
Pizza Hut Delivery,New Delhi,"8-9, Satyam Cinema Complex, Nehru Place, New Delhi",Nehru Place,77.2510672,28.5498979,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,103,India
Shree Rathnam,New Delhi,"Shop G-8/9, Plot 32-33, Kusal Bazar, Near Satyam Cinema, Nehru Place, New Delhi",Nehru Place,77.2511424,28.5490976,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,58,India
Subway,New Delhi,"3, Satyam Cineplex, Nehru Place, New Delhi",Nehru Place,77.251157,28.5501754,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,3.6,Yellow,Good,142,India
Al Mughal,New Delhi,"57/5, Manjusha Building, Nehru Place, New Delhi",Nehru Place,77.2521897,28.5487046,Mughlai,250,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Anupama Restaurant,New Delhi,"GF 10, Bajaj House, Building 97, Nehru Place, New Delhi",Nehru Place,77.2515162,28.5478786,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Cafe Einstein,New Delhi,"21, Paharpur Business Centre, Nehru Place, New Delhi",Nehru Place,77.2512468,28.5473151,"North Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Delicious Eating Corner,New Delhi,"Shop 2 & 3, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,77.2511121,28.5471678,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Gupta Rasoi,New Delhi,"60, DDA Mini Market, Opposite Chiranjiv Tower, Nehru Place, New Delhi",Nehru Place,77.2500794,28.5494455,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Paras Chicken Point,New Delhi,"DDA Mini Market, Behind Paras Cinema, Nehru Place, New Delhi",Nehru Place,77.2512019,28.547266,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Ralhan Eating Corner,New Delhi,"Shop 2, DDA Mini Market, Opposite Wine Shop, Nehru Place, New Delhi",Nehru Place,77.2509547,28.5471755,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Pind Balluchi,New Delhi,"103/104-A, Goverdhan House, Behind Satyam Cinema, Nehru Place, New Delhi",Nehru Place,77.2513366,28.549027,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.4,Red,Poor,184,India
Oh! Calcutta,New Delhi,"Ground Floor, E Block, Opposite Satyam Cinema, Nehru Place, New Delhi",Nehru Place,77.2506182,28.5501242,"Bengali, Seafood",1400,Indian Rupees(Rs.),Yes,Yes,No,3,4.4,Green,Very Good,1293,India
Alcoholic Lounge & Bar,New Delhi,"Level 1, Fun Cinemas, North Square Mall, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1483815,28.6916888,Finger Food,1800,Indian Rupees(Rs.),Yes,No,No,3,2.8,Orange,Average,21,India
Baljeet's Amritsari Koolcha,New Delhi,"G-36, Aggarwal Millenium, Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1496283,28.693387,North Indian,300,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,110,India
Bikanervala,New Delhi,"1, ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.152022,28.6912959,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,89,India
Cafe Coffee Day,New Delhi,"C-123, PP Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1528753,28.6926578,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,32,India
Chicago Pizza,New Delhi,"G-41, Agarwal Millenium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1497297,28.6937883,"Fast Food, Italian, Pizza",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,42,India
Cocoberry,New Delhi,"12-13, PP Tower, Main Camp Road, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499993,28.6936352,Desserts,300,Indian Rupees(Rs.),No,Yes,No,1,3.3,Orange,Average,32,India
Dilli Chaap Wale,New Delhi,"G-41, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499993,28.6937247,"North Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,24,India
Dips,New Delhi,"G 37, Aggarwal Millenium, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499094,28.6937161,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,23,India
Domino's Pizza,New Delhi,"G-11, 12, & 17, Plot C-4, 5, & 6, Aggarwal Cyber Plaza, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1506285,28.6936956,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,85,India
Gullu's,New Delhi,"ITL Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1522462,28.6913437,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,45,India
Hashtag Foods,New Delhi,"G-89, Aggarwal Millennium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1493702,28.6933956,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,Yes,No,1,3.4,Orange,Average,80,India
Mini Meals,New Delhi,"G-45, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1497297,28.6938779,"North Indian, South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,66,India
No Name - Taste Hi Kaafi Hai,New Delhi,"Unit G-73, Aggarwal Cyber Plaza 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499993,28.6940829,"Burger, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,1,3.2,Orange,Average,31,India
Pind Balluchi,New Delhi,"113 to 120, 1st Floor, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.150756,28.6934012,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.7,Orange,Average,261,India
Pizza Hut,New Delhi,"G-5, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1496398,28.6941379,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,3,3.3,Orange,Average,211,India
Raj Bhature wala,New Delhi,"G-40, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1497297,28.6937883,"North Indian, Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,3.4,Orange,Average,84,India
Rolls Tiger,New Delhi,"G-36, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1512576,28.6933978,Fast Food,450,Indian Rupees(Rs.),No,Yes,No,1,3.4,Orange,Average,49,India
SGF - Spice Grill Flame,New Delhi,"G-76, Ground Floor, Aggarwal Millenium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1494601,28.6934043,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,80,India
Smoksha Cafe and Lounge,New Delhi,"G-55/58, Aggrawal Metro Heights, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1495499,28.6941293,"Cafe, Chinese",600,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,60,India
Subway,New Delhi,"2-4, Metro Station, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1519316,28.6953879,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,131,India
Sura Vie,New Delhi,"101, Aggarwal Cyber Plaza 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1501341,28.6937824,"North Indian, Italian, Chinese, Thai",1400,Indian Rupees(Rs.),Yes,Yes,No,3,3.4,Orange,Average,391,India
Billu's Hut,New Delhi,"G-28, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1496398,28.6936006,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,813,India
BTW,New Delhi,"G-46, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499094,28.6937161,Street Food,200,Indian Rupees(Rs.),No,No,No,1,3.7,Yellow,Good,459,India
Burger King,New Delhi,"1st Floor, Plot C-1, 2 & 3, PP Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.151707,28.6930828,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,426,India
Cafe Coffee Day,New Delhi,"Redpro Building, Near Max Hospital, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1511677,28.6934788,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,50,India
Chills 'n' Grills,New Delhi,"G-33, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499094,28.6937161,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,69,India
Fusion N Food,New Delhi,"G-4, Pearl Best Height 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1518301,28.6927106,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.8,Yellow,Good,22,India
Giani,New Delhi,"G-33 & 34, Aggarwal Cyber Plaza, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499993,28.6936352,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,87,India
Hot Spot,New Delhi,"G-49, Aggarwal Millenium, Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1496398,28.6937797,"Fast Food, North Indian, Beverages",400,Indian Rupees(Rs.),No,No,No,1,3.8,Yellow,Good,201,India
La Americana,New Delhi,"101-102, HB Twin Tower, Max Hospital, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1516171,28.6931637,"Fast Food, Burger",450,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,139,India
Mogambo Khush Hua,New Delhi,"G-45, Agarwal Cyber Plaza, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1502307,28.6939598,Chinese,400,Indian Rupees(Rs.),No,Yes,No,1,3.8,Yellow,Good,121,India
Niti Shake & Ice Cream Hub,New Delhi,"G 75, Agarwal Cyber Plaza II, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499094,28.6936265,"Desserts, Beverages",200,Indian Rupees(Rs.),No,No,No,1,3.8,Yellow,Good,23,India
Pacific Asia,New Delhi,"G-3, Cascade Shopping Center, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1489657,28.6925061,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,No,3,3.7,Yellow,Good,151,India
Papa Veg Chinese Food,New Delhi,"Shop G-25, Ground Floor, Aggarwal Millennium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.147338,28.694444,Chinese,450,Indian Rupees(Rs.),No,Yes,No,1,3.8,Yellow,Good,29,India
Pasta Hut,New Delhi,"Shop 72, Aggarwal Heights, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1499993,28.6937247,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,82,India
Ram G Snacks & Food Corner,New Delhi,"20, GDITL, North X Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1523361,28.6916209,"North Indian, Chinese, Street Food",150,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,34,India
Sandwich King,New Delhi,"G-30, Aggarwal Millenium Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1497494,28.6937508,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,99,India
Shake Eat Up,New Delhi,"G-7, Pearls Best Heights-II, Near Max Hospital, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1512576,28.6930397,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,1,3.9,Yellow,Good,155,India
Starbucks,New Delhi,"HB Twin tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1519766,28.6931087,Cafe,700,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,294,India
The Chai Story,New Delhi,"G-7, HB Twin Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1518426,28.6932029,Cafe,300,Indian Rupees(Rs.),No,No,No,1,3.6,Yellow,Good,22,India
Themis Barbecue House,New Delhi,"Shop 251, 2nd Floor, Aggarwal Millennium Tower 1, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1493702,28.6936643,North Indian,1400,Indian Rupees(Rs.),Yes,No,No,3,3.8,Yellow,Good,457,India
Utsav,New Delhi,"Shop G-17, Aggarwal Millenium Tower-I, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1493702,28.6939329,Bakery,250,Indian Rupees(Rs.),No,No,No,1,3.5,Yellow,Good,13,India
Barbeque Nation,New Delhi,"101 & 102, 1st Floor, Agarwal Corporate Heights, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1516171,28.6923578,"North Indian, Chinese",1600,Indian Rupees(Rs.),No,No,No,3,4.1,Green,Very Good,937,India
Bistro 57,New Delhi,"G-9, P.P. Towers, Netaji Subhash Place, New Delhi",Netaji Subhash Place,0.0,0.0,"Fast Food, Beverages",500,Indian Rupees(Rs.),No,No,No,2,4.0,Green,Very Good,20,India
Calendar Khana Laao,New Delhi,"D-6, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1490259,28.6926883,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),No,Yes,No,3,4.2,Green,Very Good,42,India
Chaayos,New Delhi,"Ground Floor, PP Tower, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1513743,28.6933618,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,1,4.1,Green,Very Good,156,India
Eleven Course,New Delhi,"NDM 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1502689,28.6907955,"North Indian, Chinese, Italian, Mexican, Lebanese",1650,Indian Rupees(Rs.),No,No,No,3,4.0,Green,Very Good,537,India
Sinciti,New Delhi,"1st Floor, Gopal Heights, Plot D-9, Netaji Subhash Place, New Delhi",Netaji Subhash Place,77.1507183,28.6912864,"North Indian, Chinese, Italian, Lebanese, Mexican",1200,Indian Rupees(Rs.),Yes,Yes,No,3,4.0,Green,Very Good,277,India
Admission Lounge,New Delhi,"7, Commercial Complex, New Friends Colony, New Delhi",New Friends Colony,77.26883523,28.56240125,"North Indian, Continental, Chinese, Fast Food",2500,Indian Rupees(Rs.),Yes,No,No,4,2.7,Orange,Average,24,India
Al Zaika,New Delhi,"1/9C, Main Road, Taimoor Nagar, New Friends Colony, New Delhi",New Friends Colony,77.26652149,28.57086609,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,8,India
Angels in my Kitchen,New Delhi,"9-AB, Taimur Nagar, New Friends Colony, New Delhi",New Friends Colony,77.26684134,28.57094736,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,1,3.2,Orange,Average,88,India
Asian Curry,New Delhi,"Shop  6, LSC Site, CSC, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Thai, Chinese",800,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,5,India
Chaska,New Delhi,"D-268/2, Tikona Park, Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,77.28829969,28.56238181,"Fast Food, North Indian",500,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,47,India
Chik Chow,New Delhi,"25-27, LSC, New Friends Colony, New Delhi",New Friends Colony,77.26801079,28.5693697,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,Yes,No,2,3.3,Orange,Average,62,India
Deep Sweet Corner,New Delhi,"74 Bharat Nagar, New Friends Colony, New Delhi",New Friends Colony,77.27004256,28.56563745,"North Indian, Fast Food, Chinese, Mithai",400,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,16,India
Deepika Khaitan's Cakes,New Delhi,"70-B, West New Friends Colony, New Delhi",New Friends Colony,77.2687116,28.5613894,"Bakery, Desserts",700,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,4,India
Dhaba On Wheels,New Delhi,"Next to Mata Ki Mandir, New Friends Colony, New Delhi",New Friends Colony,77.26754777,28.56971362,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,2,2.7,Orange,Average,15,India
Domino's Pizza,New Delhi,"32-33, Grandlays Cinema Complex, New Friends Colony, New Delhi",New Friends Colony,77.2688462,28.5613573,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,95,India
Evergreen Sweets,New Delhi,"156, Opposite Escort Heart Institute, New Friends Colony, New Delhi",New Friends Colony,77.27258228,28.56088235,"North Indian, South Indian, Chinese, Mithai",350,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,14,India
Gopala,New Delhi,"Shop 38, C Block Market, Near Mata Mandir, New Friends Colony, New Delhi",New Friends Colony,77.2682086,28.56929078,"Mithai, Street Food",250,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,7,India
Green Chick Chop,New Delhi,"29 & 43, Block C, New Friends Colony, New Delhi",New Friends Colony,77.26803929,28.5691783,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,12,India
Halal Pizza Fun,New Delhi,"E-268, Ground Floor, Tikona Park, Jamia Nagar, New Friends Colony, New Delhi",New Friends Colony,77.28950668,28.56250019,"Pizza, Fast Food",450,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,7,India
Keventers,New Delhi,"Shop 15, Community Centre, New Friends Colony, New Delhi",New Friends Colony,77.2683973,28.5613147,Beverages,400,Indian Rupees(Rs.),No,Yes,No,1,3.3,Orange,Average,13,India
Khan Chicken Biryani,New Delhi,"158, Sarai Julena, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,77.268271,28.561703,North Indian,500,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,9,India
McDonald's,New Delhi,"Near Grindlays Cinema, New Friends Colony, New Delhi",New Friends Colony,77.268936,28.5613658,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Orange,Average,127,India
Midnight Bites,New Delhi,"Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,77.29113277,28.56298018,"North Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,3.1,Orange,Average,10,India
Moti Mahal Delux,New Delhi,"31, LSC, New Friends Colony, New Delhi",New Friends Colony,77.2681563,28.56921452,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,2,2.9,Orange,Average,44,India
MT Everest Food Corner,New Delhi,"Shop 99, Sarai Jullena, Near Escort Hospital, Near New Friends Colony, New Delhi",New Friends Colony,77.27250919,28.55941173,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,28,India
Muradabad Ki Mashoor Sama Chicken Biryani,New Delhi,"Opposite Escort Hospital, Sarai Jullena, New Friends Colony, New Delhi",New Friends Colony,77.27289509,28.5603414,"Biryani, North Indian",350,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,5,India
New Laziz,New Delhi,"9 C, Taimoor Nagar, Near Honey Money Top, New Friends Colony, New Delhi",New Friends Colony,77.26689197,28.570839,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,6,India
Talab South Indian Restaurant,New Delhi,"156 D, Sarai Julena, Near Escort Heart Institute, Okhla Road, New Friends Colony, New Delhi",New Friends Colony,77.27209244,28.5608741,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,14,India
Tipu Sultan Chicken Point,New Delhi,"Near Batla House Bus Stand, Jamia Nagar, Near, New Friends Colony, New Delhi",New Friends Colony,77.28855785,28.56489598,"Biryani, Mughlai",250,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,27,India
Yo Wok,New Delhi,"A-92, Namberdar Estate, Gurudwara Road, New Friends Colony, New Delhi",New Friends Colony,0.0,0.0,"Chinese, Japanese, Thai",750,Indian Rupees(Rs.),Yes,No,No,2,2.8,Orange,Average,4,India
Zoet Desserts,New Delhi,"11, Eastern Avenue Maharani Bagh, New Friends Colony, New Delhi",New Friends Colony,77.26416081,28.57473537,"Bakery, Desserts",600,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,8,India
Zooby's Kitchen,New Delhi,"New Friends Colony, New Delhi",New Friends Colony,77.271844,28.56528,"North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,21,India
Hotel Malabar,New Delhi,"37-A, Sarai Juliena, New Friends Colony, New Delhi",New Friends Colony,77.27205321,28.55982665,"Kerala, Biryani",400,Indian Rupees(Rs.),No,No,No,1,3.6,Yellow,Good,129,India
Hwealthcafe,New Delhi,"Plot 11, 1st Floor, Above Canara Bank, Community Centre Market, New Friends Colony, New Delhi",New Friends Colony,77.268831,28.563202,"Cafe, Healthy Food, Continental",800,Indian Rupees(Rs.),No,Yes,No,2,3.5,Yellow,Good,29,India
Noorjahan,New Delhi,"A-36, ICs Hotel, Abul Fazal Enclave, Near Jamia Nagar Thaana, New Friends Colony, New Delhi",New Friends Colony,77.29254572,28.56159495,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,2,3.8,Yellow,Good,17,India
Pizza Hut Delivery,New Delhi,"19-20, Grandlay Cinema Building, New Friends Colony, New Delhi",New Friends Colony,77.2688462,28.5613573,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,2,3.9,Yellow,Good,189,India
Sushiya Express,New Delhi,"A-92 C, 2nd Floor, New Friends Colony, New Delhi",New Friends Colony,77.268211,28.561936,"Sushi, Asian",800,Indian Rupees(Rs.),No,Yes,No,2,3.5,Yellow,Good,30,India
Tuptakes,New Delhi,"84 C, D Block, Bharat Nagar, New Friends Colony, New Delhi",New Friends Colony,77.268779,28.565383,"Bakery, Desserts",350,Indian Rupees(Rs.),No,No,No,1,3.6,Yellow,Good,52,India
